type,price,beds,bath,propertysqft,state,administrative_area_level_2,locality,sublocality,street_name,latitude,longitude,dist_to_center_km,geo_cluster,density_listings_per_km2
Pending,499000,2,2.0,1358.0,"Brooklyn, NY 11234",New York,Kings County,Brooklyn,Bergen Beach,40.6248278,-73.909396,12.730768056652874,11,7.459194542994939
House for sale,975000,3,2.0,2184.207862,"Brooklyn, NY 11203",United States,New York,Kings County,Brooklyn,40.6553249,-73.9284733,9.142113257516227,11,4.264312886336247
Co-op for sale,2348000,3,4.0,2184.207862,"Manhattan, NY 10017",New York,New York County,New York,Manhattan,40.7526263,-73.9658766,5.571457492967124,0,30.96272357739211
Co-op for sale,280000,1,1.0,650.0,"Brooklyn, NY 11204",New York,Kings County,Brooklyn,Mapleton,40.616988,-73.986133,10.784798014801758,19,5.327198569551302
Pending,549999,3,2.3738608579684373,1652.0,"Staten Island, NY 10304",New York,Richmond County,Staten Island,Todt Hill,40.6016923,-74.0869707,14.116992388068267,2,2.1305605751634538
Co-op for sale,350000,1,1.0,700.0,"Bronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,40.9073699,-73.9065578,23.197535317669182,9,17.12157035209475
Co-op for sale,585000,1,1.0,2184.207862,"New York, NY 10024",New York,New York County,New York,Manhattan,40.7836953,-73.9760584,8.27688532066387,0,27.77221896955223
Condo for sale,1198000,1,2.0,2184.207862,"Long Island City, NY 11105",New York,Queens County,Queens,Astoria,40.7749092,-73.9098235,10.646372276487643,18,11.748016194706103
House for sale,1248888,4,4.0,3500.0,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5646314,-74.1243252,19.264675452220732,17,4.258573533046355
Co-op for sale,499000,2,1.0,686.0,"Manhattan, NY 10036",New York,New York County,New York,Manhattan,40.7615546,-73.9923686,5.5415909475295155,0,9.610566816263242
Co-op for sale,549999,3,1.0,1020.0,"Queens, NY 11372",New York,Queens County,Queens,Jackson Heights,40.7517899,-73.88467,11.104565596470025,18,30.96272357735272
Co-op for sale,2700000,2,2.0,2184.207862,"New York, NY 10003",New York,New York County,New York,Manhattan,40.7340159,-73.9946266,2.5463692359571146,12,18.145104662709763
Co-op for sale,700000,2,1.0,900.0,"Manhattan, NY 10021",New York,New York County,New York,Manhattan,40.7673126,-73.9584378,7.266304890448118,0,19.221133632502035
Co-op for sale,295000,2,1.0,950.0,"Rosedale, NY 11422",United States,New York,Queens County,Queens,40.6778447,-73.7335012,23.299958526648872,4,1.0663979574782756
Co-op for sale,225000,1,1.0,622.0,"Brooklyn, NY 11223",New York,Kings County,Brooklyn,Gravesend,40.6022749,-73.9711068,12.637402367419442,15,11.718083163413901
Multi-family home for sale,1250000,6,3.0,3496.0,"Brooklyn, NY 11236",United States,New York,Kings County,Brooklyn,40.6405629,-73.9073462,11.564330992181812,11,3.1977554226558347
Co-op for sale,600000,3,1.0,2184.207862,"New York, NY 10011",New York,New York County,New York,Manhattan,40.7430502,-73.9967075,3.453613380804368,12,12.810234842260641
Co-op for sale,244900,1,1.0,518.0,"Glen Oaks, NY 11004",New York,Queens County,Queens,Glen Oaks,40.7511183,-73.7160095,24.80339626123424,4,12.812161480283883
Condo for sale,1300000,2,2.0,1100.0,"Brooklyn, NY 11231",New York,Kings County,Brooklyn,Carroll Gardens,40.6746458,-73.9992831,4.280186667564666,5,1.0663979574796323
House for sale,1299800,4,4.0,2600.0,"Staten Island, NY 10306",10306,United States,New York,Richmond County,40.5774818,-74.1262228,18.14630796488861,17,6.388814935702664
Co-op for sale,130000,3,1.0,2184.207862,"Jamaica, NY 11432",New York,Queens County,Queens,Jamaica,40.7104509,-73.7982064,17.516054585878884,10,13.87149913788502
Multi-family home for sale,1325000,6,5.0,2184.207862,"Jamaica, NY 11436",United States,New York,Queens County,Queens,40.6727654,-73.7902788,18.724316287727518,10,5.331989787398161
Land for sale,250000,3,2.3738608579684373,2184.207862,"Bronx, NY 10462",United States,New York,Bronx County,The Bronx,40.8453241,-73.8684042,18.74507370794291,3,5.345643724959343
House for sale,619999,3,2.0,2184.207862,"Brownville, NY 11212",United States,New York,Kings County,Brooklyn,40.6603335,-73.9008479,10.613440854016439,11,1.0662380493210808
Condo for sale,285000,2,1.0,835.0,"Bronx, NY 10462",New York,Bronx County,The Bronx,Parkchester,40.8396194,-73.8587548,18.777239179550147,3,4.27586985057391
Co-op for sale,750000,2,2.0,2184.207862,"New York, NY 10065",New York,New York County,New York,Manhattan,40.7651716,-73.9678719,6.65070759727762,0,32.03522272087748
Pending,1299000,4,2.0,2080.0,"Brooklyn, NY 11209",United States,New York,Kings County,Brooklyn,40.6347105,-74.0342611,9.004325040428792,19,18.117899722098507
Co-op for sale,279000,2,1.0,1000.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,40.5864616,-73.9410656,15.078539508962018,15,11.714578428474072
Co-op for sale,345000,2,1.0,2184.207862,"Rego Park, NY 11374",New York,Queens County,Queens,Flushing,40.7233159,-73.858254,12.506512173938752,6,23.47837153564492
Pending,199000,3,2.0,1100.0,"Bronx, NY 10456",New York,Bronx County,The Bronx,Concourse Village,40.8344217,-73.914718,15.555568218865758,14,3.206902387934512
Co-op for sale,299000,1,1.0,2184.207862,"Forest Hills, NY 11375",United States,New York,Queens County,Queens,40.7220791,-73.8436959,13.717640838110912,6,32.01596118501108
Condo for sale,650000,1,1.0,776.0,"New York, NY 10280",New York,New York County,New York,Manhattan,40.7100278,-74.0168528,0.9652854254918407,12,3.201115185665774
Condo for sale,749000,1,2.0,879.0,"Queens, NY 11105",New York,Queens County,Queens,Astoria,40.7755682,-73.9032112,11.122018853209347,18,11.748016194706103
Contingent,468000,3,1.0,2184.207862,"New York, NY 10023",New York,New York County,New York,Manhattan,40.7767637,-73.9843469,7.342644974528883,0,25.632035333904224
House for sale,919000,3,2.0,1565.0,"Brooklyn, NY 11230",United States,New York,Kings County,Brooklyn,40.6335949,-73.9678166,9.377455601312736,5,4.263035228734483
Multi-family home for sale,500000,3,2.3738608579684373,2184.207862,"Bronx, NY 10454",United States,New York,Bronx County,The Bronx,40.810301,-73.9202983,13.024633194599868,14,1.068645141518955
House for sale,1578000,5,3.0,2152.0,"Fresh Meadows, NY 11365",United States,New York,Queens County,Queens,40.7346802,-73.7905086,18.32187463404429,10,4.269436391225827
Co-op for sale,279000,1,1.0,2184.207862,"Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7282899,-73.8472,13.49321983664612,6,32.01596118501108
Co-op for sale,309999,1,1.0,650.0,"Woodside, NY 11377",New York,Queens County,Queens,Woodside,40.7589055,-73.9064463,9.830594962984314,18,8.541440986855923
Townhouse for sale,1495000,6,2.0,2184.207862,"Astoria, NY 11103",United States,New York,Queens County,Queens,40.7658641,-73.9158892,9.615239612787493,18,2.135681514725165
Multi-family home for sale,2100000,6,2.0,2720.0,"Brooklyn, NY 11219",United States,New York,Kings County,Brooklyn,40.6366874,-73.9984062,8.487541256218066,19,3.1972764215508627
Contingent,469000,3,2.0,1352.0,"Staten Island, NY 10303",United States,New York,Richmond County,Staten Island,40.6241938,-74.1500827,15.644325644701304,13,8.524793763422787
House for sale,1288888,3,4.0,1672.0,"Staten Island, NY 10301",United States,New York,Richmond County,Staten Island,40.6069525,-74.1016936,14.271717587049523,2,1.0652802875817269
Co-op for sale,249000,2,1.0,1000.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,40.5926635,-73.9388739,14.509276660136731,15,10.651209413985772
Multi-family home for sale,848000,5,2.0,2184.207862,"Far Rockaway, NY 11691",United States,New York,Queens County,Queens,40.5939687,-73.7588867,24.681328003530624,16,2.130241882799864
Pending,875000,3,2.0,2184.207862,"Astoria, NY 11103",United States,New York,Queens County,Queens,40.7671317,-73.9087817,10.177703644022548,18,3.2035222720836725
House for sale,725000,2,2.0,988.0,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5821761,-74.1078688,16.87694665742315,17,4.25984670125788
House for sale,675000,3,2.0,1222.0,"Staten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.6277171,-74.0860272,11.621561206866126,2,3.1967976612835454
Multi-family home for sale,950000,6,2.0,2184.207862,"Corona, NY 11368",United States,New York,Queens County,Queens,40.7608129,-73.8669195,12.876994858201599,18,5.339203786812912
Co-op for sale,1695000,4,4.0,2184.207862,"New York, NY 10038",New York,New York County,New York,Manhattan,40.7088048,-74.009407,0.5289796741634138,12,13.86941614403381
House for sale,899000,4,2.0,1200.0,"Whitestone, NY 11357",United States,New York,Queens County,Queens,40.7791608,-73.8257555,16.88227650661189,7,6.408008833484208
Townhouse for sale,2150000,5,3.0,2940.0,"Brooklyn, NY 11225",United States,New York,Kings County,Brooklyn,40.6588649,-73.956073,7.327351230579895,5,2.1321564431654116
House for sale,758000,3,1.0,1200.0,"Brooklyn, NY 11214",11214,United States,New York,Kings County,40.5908794,-73.9865956,13.6554453868466,15,2.1302418827971543
Pending,1199000,5,4.0,2184.207862,"Kew Gardens, NY 11415",United States,New York,Queens County,Queens,40.7090268,-73.8335998,14.537148341752012,10,11.735659814182455
Contingent,785000,3,2.0,1950.0,"Staten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.5990416,-74.0674289,13.669639865115439,2,6.390725648399593
Co-op for sale,2975000,3,2.0,2184.207862,"New York, NY 10021",New York,New York County,New York,Manhattan,40.7733572,-73.961686,7.69932830220483,0,17.088023555957886
Co-op for sale,298000,3,2.0,1100.0,"Bronx, NY 10460",New York,Bronx County,The Bronx,East Bronx,40.8363242,-73.8654755,18.12950866045127,3,8.551739701158699
House for sale,799888,3,2.0,2184.207862,"Middle Village, NY 11379",United States,New York,Queens County,Queens,40.7138975,-73.8970229,9.185826472905298,18,4.268153580887699
House for sale,950000,3,2.0,1308.0,"Bronx, NY 10468",United States,New York,Bronx County,The Bronx,40.8704967,-73.9011805,19.63023098165442,9,5.348065398666365
Multi-family home for sale,980000,4,4.0,3068.0,"Bronx, NY 10473",United States,New York,Bronx County,The Bronx,40.8129128,-73.8461841,17.46685305910708,3,3.205935424556865
Multi-family home for sale,849998,4,2.0,2342.0,"Staten Island, NY 10312",United States,New York,Richmond County,Staten Island,40.5487767,-74.1629254,22.539164092822627,17,3.1929762331735425
Co-op for sale,255000,1,1.0,2184.207862,"Flushing, NY 11367",New York,Queens County,Queens,Flushing,40.7315119,-73.8286528,15.089673023991077,6,8.538872782451653
Co-op for sale,175000,1,1.0,800.0,"Brooklyn, NY 11229",New York,Kings County,Brooklyn,Sheepshead Bay,40.5980473,-73.9354323,14.080229306978069,15,10.651209413985772
Co-op for sale,385000,1,1.0,2184.207862,"New York, NY 10033",New York,New York County,New York,Manhattan,40.8512338,-73.9412096,16.33119526464369,14,2.138580217183518
Townhouse for sale,499000,3,2.0,1400.0,"Staten Island, NY 10303",United States,New York,Richmond County,Staten Island,40.633314,-74.145909,14.742439287708267,13,2.1315176143672416
Condo for sale,729000,1,1.0,550.0,"New York, NY 10022",New York,New York County,New York,Manhattan,40.7606485,-73.9668928,6.258163085251743,0,32.03522272087748
Co-op for sale,269000,1,1.0,2184.207862,"Bronx, NY 10471",New York,Bronx County,The Bronx,Hudson Hill,40.8968048,-73.9087471,22.037076759354925,9,6.419618258669518
Co-op for sale,579000,3,2.0,1200.0,"Rego Park, NY 11374",New York,Queens County,Queens,Flushing,40.7346339,-73.8602384,12.52107395353639,6,14.943027369290393
Co-op for sale,279000,2,1.0,2184.207862,"Kew Gardens, NY 11415",New York,Queens County,Queens,Kew Gardens,40.7069299,-73.82404,15.350983705505675,10,5.334390824635174
Condo for sale,699000,2,2.0,1766.0,"Queens, NY 11694",New York,Queens County,Queens,Rockaway Park,40.5771307,-73.8443159,20.338789370208325,16,5.32401244642566
Condo for sale,749000,2,2.0,1258.0,"College Point, NY 11356",United States,New York,Queens County,Queens,40.7945927,-73.8457338,16.277563431352878,7,8.546585158751208
Multi-family home for sale,999000,5,3.0,2184.207862,"Brooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6207744,-73.9055089,13.287120196350948,11,7.459194542994939
House for sale,1228000,3,2.0,950.0,"Flushing, NY 11354",United States,New York,Queens County,Queens,40.7739766,-73.8070988,18.084748597638136,7,4.272005888989471
House for sale,840000,3,2.0,1675.0,"Bronx, NY 10469",United States,New York,Bronx County,The Bronx,40.8611137,-73.8439969,21.401026297208887,3,6.416709320942748
Condo for sale,555000,2,1.0,2184.207862,"East Elmhurst, NY 11370",United States,New York,Queens County,Queens,40.7689132,-73.8929233,11.388052196404816,18,3.2035222720877474
Multi-family home for sale,749900,5,2.0,1400.0,"Brooklyn, NY 11208",United States,New York,Kings County,Brooklyn,40.6754664,-73.8780744,11.556534827457744,1,6.398387744877794
Co-op for sale,525000,3,2.0,2184.207862,"Brooklyn, NY 11224",New York,Kings County,Brooklyn,Coney Island,40.5794182,-73.9709078,15.124024393355832,15,15.972037339276978
Co-op for sale,379000,2,2.0,1160.0,"Brooklyn, NY 11210",New York,Kings County,Brooklyn,Little Haiti,40.6320616,-73.9452586,10.336393887264625,11,6.394552843101725
Condo for sale,499000,1,1.0,750.0,"Woodside, NY 11377",New York,Queens County,Queens,Woodside,40.7409264,-73.9020731,9.299284412435174,18,5.337597850935143
Co-op for sale,150000,3,1.0,2184.207862,"Queens, NY 11374",New York,Queens County,Queens,Rego Park,40.731183,-73.857622,12.67022849946474,6,26.68397744512747
House for sale,1399000,5,3.0,3375.0,"Howard Beach, NY 11414",United States,New York,Queens County,Queens,40.6491159,-73.8389887,15.763323301811566,1,1.0659184742186116
Multi-family home for sale,985000,6,5.0,2184.207862,"Springfield Gardens, NY 11413",United States,New York,Queens County,Queens,40.6615069,-73.7581972,21.65847215926519,10,2.1324760986448745
Co-op for sale,224995,3,1.0,550.0,"Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7266666,-73.8482928,13.380043307346293,6,32.01596118501108
Foreclosure,750000,4,3.0,3098.0,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5758238,-74.1227343,18.138047841434567,17,6.388814935702664
Co-op for sale,198000,3,1.0,2184.207862,"Flushing, NY 11355",New York,Queens County,Queens,Flushing,40.756144,-73.8213672,16.286121253169334,7,16.01520185037523
Condo for sale,799000,5,2.0,1500.0,"Brooklyn, NY 11219",New York,Kings County,Brooklyn,Borough Park,40.6409434,-73.9953527,8.040392165979021,19,3.1977554226599025
Co-op for sale,565000,1,1.0,2184.207862,"New York, NY 10022",New York,New York County,New York,Manhattan,40.7572719,-73.9620424,6.178273204504085,0,30.96272357739211
Co-op for sale,169000,1,1.0,2184.207862,"Astoria, NY 11105",New York,Queens County,Queens,Astoria,40.7759232,-73.9087334,10.789389666514209,18,11.748016194706103
Condo for sale,2110000,2,2.0,1326.0,"Manhattan, NY 10010",New York,New York County,New York,Manhattan,40.7367893,-73.9799267,3.4558822919378054,12,2.1347181956129133
Co-op for sale,285000,1,1.0,2184.207862,"Rego Park, NY 11374",New York,Queens County,Queens,Rego Park,40.726843,-73.85458,12.856210428812728,6,23.47837153564492
Multi-family home for sale,1399995,6,5.0,2184.207862,"Brooklyn, NY 11233",United States,New York,Kings County,Brooklyn,40.6842265,-73.9145419,8.339150091311126,8,9.599021514914197
Co-op for sale,209000,1,1.0,1078.0,"Bronx, NY 10471",New York,Bronx County,The Bronx,Fieldston,40.8915963,-73.8989828,21.826698070313757,9,4.279745505785122
Co-op for sale,229000,1,1.0,2184.207862,"Astoria, NY 11105",New York,Queens County,Queens,Astoria,40.7763731,-73.9073075,10.913217263618057,18,11.748016194706103
Townhouse for sale,975000,3,2.0,1734.0,"Woodside, NY 11377",United States,New York,Queens County,Queens,40.7607676,-73.9056672,9.995500800471536,18,3.2035222720836725
Condo for sale,744000,2,1.0,890.0,"Queens, NY 11106",New York,Queens County,Queens,Astoria,40.7592629,-73.9257407,8.510014664953738,18,1.0676801233583486
Co-op for sale,130000,1,1.0,2184.207862,"Bronx, NY 10468",New York,Bronx County,The Bronx,Fordham Manor,40.8653458,-73.9073691,18.885699325859704,9,6.4167093209345865
Condo for sale,2750000,2,2.0,1892.0,"New York, NY 10003",New York,New York County,New York,Manhattan,40.7345957,-73.9855511,2.9737667013781817,12,23.481900151712175
Condo for sale,329900,2,2.0,993.0,"Howard Beach, NY 11414",New York,Queens County,Queens,Howard Beach,40.6689793,-73.8476549,14.21186116310232,1,12.794856591869246
Co-op for sale,2350000,2,2.0,2184.207862,"Manhattan, NY 10011",New York,New York County,New York,Manhattan,40.7324629,-73.9972883,2.3063833824254094,12,18.145104662709763
House for sale,314900,3,3.0,1200.0,"Brooklyn, NY 11207",United States,New York,Kings County,Brooklyn,40.6744942,-73.8883757,10.792817689847547,1,3.199193872434827
House for sale,599000,3,2.0,2184.207862,"Brooklyn, NY 11207",United States,New York,Kings County,Brooklyn,40.6645719,-73.8995034,10.458785052531196,1,5.331190246612186
Co-op for sale,298000,1,1.0,790.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,Gravesend,40.5860215,-73.9668364,14.479161067322707,15,9.584655077842422
Pending,225000,2,1.0,600.0,"Manhattan, NY 10032",New York,New York County,New York,Manhattan,40.8375103,-73.9407123,14.917168854889711,14,7.482772238513862
House for sale,880000,3,2.0,1743.0,"Flushing, NY 11358",United States,New York,Queens County,Queens,40.7668312,-73.7911175,19.07481017088437,7,4.27136302945033
Condo for sale,640000,1,1.0,1022.0,"Brooklyn, NY 11219",New York,Kings County,Brooklyn,Dyker Heights,40.6275896,-74.0016198,9.482176169285669,19,4.2623968817113935
House for sale,1300000,3,2.0,2184.207862,"Bronx, NY 10473",United States,New York,Bronx County,The Bronx,40.8109146,-73.853921,16.825034788741903,3,3.2059354245527865
House for sale,1250000,5,4.0,2755.0,"Staten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.5923372,-74.0687941,14.404324323783769,2,6.390725648399593
Co-op for sale,365000,2,1.0,2184.207862,"Queens Village, NY 11427",United States,New York,Queens County,Queens,40.7316971,-73.7409842,22.4322052051361,4,3.2020772934193698
Condo for sale,329000,2,1.0,850.0,"Staten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.6316141,-74.0858954,11.26484071067553,2,5.328794035911326
Co-op for sale,369000,2,1.0,2184.207862,"Flushing, NY 11355",New York,Queens County,Queens,Flushing,40.753455,-73.8209077,16.237638030513747,7,16.01520185037523
Co-op for sale,1450000,2,1.0,2184.207862,"New York, NY 10014",United States,New York,New York County,New York,40.7355671,-74.0044939,2.534769017428226,12,23.481900151712175
Contingent,869900,4,2.0,2280.0,"Staten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.5873346,-74.1553517,18.798709107223427,17,7.454731727201289
House for sale,594900,3,2.0,1224.0,"Brooklyn, NY 11236",United States,New York,Kings County,Brooklyn,40.63818,-73.9071525,11.76159618975924,11,6.394552843093591
House for sale,705000,2,2.0,2184.207862,"Middle Village, NY 11379",United States,New York,Queens County,Queens,40.727192,-73.883684,10.43172333544292,18,4.268794824662713
Co-op for sale,475000,1,1.0,615.0,"New York, NY 10128",New York,New York County,New York,Manhattan,40.7779975,-73.9445342,8.908975077585984,0,25.63203533393683
House for sale,829999,3,2.3738608579684373,1380.0,"Staten Island, NY 10308",United States,New York,Richmond County,Staten Island,40.5637062,-74.149755,20.542163368813306,17,3.193930149788829
Multi-family home for sale,915999,5,3.0,2184.207862,"East Elmhurst, NY 11369",United States,New York,Queens County,Queens,40.7618985,-73.8758538,12.24922436370077,18,3.2035222720877474
Multi-family home for sale,999998,4,4.0,2720.0,"Staten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.5862681,-74.1585168,19.066128008156266,17,7.454731727201289
Condo for sale,935000,1,1.0,713.0,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,Downtown Brooklyn,40.6909831,-73.9899258,2.778713888752005,5,8.533744121873958
House for sale,669000,3,2.0,864.0,"Staten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.5993523,-74.0953882,14.696678972079667,2,5.325604706999661
Condo for sale,715000,2,2.0,1021.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,40.5846063,-73.9426052,15.224841136941258,15,11.714578428474072
Townhouse for sale,1299900,6,4.0,2504.0,"Staten Island, NY 10303",United States,New York,Richmond County,Staten Island,40.636611,-74.150256,14.824700154730332,13,3.1972764215467957
Co-op for sale,750000,2,1.0,920.0,"Manhattan, NY 10010",New York,New York County,New York,Manhattan,40.7398059,-73.982438,3.5999724984275936,12,23.481900151712175
House for sale,1749999,4,4.0,2600.0,"Staten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.595688,-74.0982331,15.169653193663489,2,5.325604706999661
Co-op for sale,2150000,3,2.0,2300.0,"New York, NY 10024",New York,New York County,New York,Manhattan,40.7840425,-73.9833243,8.148863950723369,0,10.681622680583425
House for sale,599000,4,2.0,1665.0,"Bronx, NY 10470",United States,New York,Bronx County,The Bronx,40.9052119,-73.8481704,25.183411894060363,3,2.1401962940145665
Condo for sale,658000,1,1.0,2184.207862,"Flushing, NY 11355",New York,Queens County,Queens,Flushing,40.7533335,-73.8324518,15.301826021642231,6,9.609121110212913
Foreclosure,475000,3,2.0,1204.0,"Staten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.615479,-74.079293,12.462916123835212,2,7.4580779973813085
House for sale,995000,4,3.0,2000.0,"Bronx, NY 10469",United States,New York,Bronx County,The Bronx,40.8580267,-73.837909,21.472149159133902,3,6.415740651542392
Co-op for sale,1200000,2,2.0,1100.0,"Brooklyn, NY 11218",New York,Kings County,Brooklyn,Windsor Terrace,40.6533033,-73.9730719,7.174773001132241,5,6.396469329504371
Co-op for sale,959000,3,4.0,1993.0,"Floral Park, NY 11005",New York,Queens County,Queens,Queens Village,40.7564761,-73.7212008,24.48282534234106,4,10.676801233583486
Co-op for sale,999000,1,1.0,2184.207862,"Manhattan, NY 10028",New York,New York County,New York,Manhattan,40.7789146,-73.9619806,8.233947241965362,0,17.088023555957886
Co-op for sale,288000,1,1.0,2184.207862,"Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7245599,-73.84686,13.475462049237835,6,32.01596118501108
Multi-family home for sale,1288000,5,2.0,2375.0,"Brooklyn, NY 11214",United States,New York,Kings County,Brooklyn,40.6042803,-74.0030547,12.069414110268289,19,5.326401437908634
Co-op for sale,740000,2,2.0,800.0,"New York, NY 10024",New York,New York County,New York,Manhattan,40.7887084,-73.9700091,8.968607020624432,0,27.77221896955223
House for sale,245000,3,1.0,2184.207862,"Bronx, NY 10469",United States,New York,Bronx County,The Bronx,40.8690109,-73.8564445,21.453003975736294,3,5.347257767445488
Condo for sale,780000,2,2.0,825.0,"Brooklyn, NY 11230",United States,New York,Kings County,Brooklyn,40.6288601,-73.9704912,9.802368958493368,5,1.0655992204292042
Multi-family home for sale,1198000,6,5.0,2184.207862,"Springfield Gardens, NY 11413",United States,New York,Queens County,Queens,40.6811645,-73.7493264,21.922828011264954,4,1.0665579461015775
House for sale,880000,2,2.0,1120.0,"Brooklyn, NY 11235",11229,United States,New York,Kings County,40.6104879,-73.955347,12.15243661223143,15,8.523517711282084
Co-op for sale,750000,1,1.0,2184.207862,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,Cobble Hill,40.6880273,-73.9950123,2.9061664245536867,5,6.399347676609465
Co-op for sale,550000,1,1.0,2184.207862,"New York, NY 10021",New York,New York County,New York,Manhattan,40.7706605,-73.9580748,7.595790776107562,0,24.564033861658213
Condo for sale,200000,3,2.3738608579684373,2184.207862,"Brooklyn, NY 11215",United States,New York,Kings County,Brooklyn,40.6648195,-73.9857058,5.6028734334427295,5,7.463666345247566
Co-op for sale,198000,1,1.0,2184.207862,"Rego Park, NY 11374",New York,Queens County,Queens,Rego Park,40.720847,-73.858929,12.427325786228513,6,23.47837153564492
House for sale,1449999,3,2.3738608579684373,1890.0,"Brooklyn, NY 11233",United States,New York,Kings County,Brooklyn,40.6783124,-73.928113,7.604167282941352,8,6.398387744877794
House for sale,1099000,3,4.0,2037.0,"Brooklyn, NY 11210",United States,New York,Kings County,Brooklyn,40.621735,-73.941847,11.480952705769162,11,3.1967976612876123
Co-op for sale,1650000,1,2.0,1000.0,"Manhattan, NY 10014",New York,New York County,New York,Manhattan,40.7385868,-74.0078404,2.8715563409858587,12,23.481900151712175
Co-op for sale,375000,2,1.0,2184.207862,"Bronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,40.909252,-73.905421,23.427198707755878,9,17.12157035209475
Condo for sale,399000,3,1.0,391.0,"Queens, NY 11102",United States,New York,Queens County,Queens,40.7668236,-73.9239725,9.156734534257764,18,3.2035222720877474
Co-op for sale,324900,1,1.0,900.0,"New York, NY 10034",New York,New York County,New York,Manhattan,40.8716437,-73.9178483,19.15827064249269,9,17.113809275754143
Co-op for sale,297000,1,1.0,800.0,"Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7322799,-73.85181,13.173243477827361,6,26.68397744512747
Townhouse for sale,1970000,4,4.0,2508.0,"Brooklyn, NY 11201",United States,New York,Kings County,Brooklyn,40.6965326,-73.9839654,2.5926640943108237,12,8.533744121873958
Co-op for sale,475000,3,1.0,2184.207862,"New York, NY 10031",New York,New York County,New York,Manhattan,40.8211783,-73.956073,12.763576953923083,14,2.1376125230013536
Condo for sale,1995000,3,2.0,1376.0,"Manhattan, NY 10001",New York,New York County,New York,Manhattan,40.7451522,-73.9927778,3.7659888711317544,12,12.810234842260641
Land for sale,799999,3,2.3738608579684373,2184.207862,"Bedford Stuyvesant, NY 11233",United States,New York,Kings County,Brooklyn,40.6789582,-73.9203193,8.14481233507203,8,6.398387744877794
House for sale,925000,2,2.0,1077.0,"Brooklyn, NY 11216",United States,New York,Kings County,Brooklyn,40.6764806,-73.9446731,6.560642650099544,8,7.464785702357426
Pending,119000,3,1.0,2184.207862,"Elmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,40.7306154,-73.8731934,11.366017642205973,6,9.60623188025811
Co-op for sale,350000,3,2.0,1100.0,"Brooklyn, NY 11234",New York,Kings County,Brooklyn,Flatlands,40.6297036,-73.9255951,11.461219223257272,11,6.393595322575225
Co-op for sale,588888,3,2.0,1150.0,"Rego Park, NY 11374",New York,Queens County,Queens,Rego Park,40.7318958,-73.8599645,12.488612300340636,6,26.68397744512747
Condo for sale,799000,2,2.0,868.0,"Bayside, NY 11361",New York,Queens County,Queens,Bayside,40.7696789,-73.772159,20.691096863410483,7,5.339203786812912
Co-op for sale,179000,1,1.0,2184.207862,"Howard Beach, NY 11414",New York,Queens County,Queens,Howard Beach,40.667401,-73.8470063,14.324296495412074,1,12.794856591869246
Multi-family home for sale,798000,3,4.0,2150.0,"Staten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.5874844,-74.0701056,14.94718153086996,2,2.1299233506316493
Co-op for sale,800000,2,2.0,2184.207862,"Queens, NY 11372",New York,Queens County,Queens,Jackson Heights,40.7535399,-73.8868899,11.011102837152192,18,30.96272357735272
Co-op for sale,389888,1,1.0,730.0,"Jackson Heights, NY 11372",United States,New York,Queens County,Queens,40.7479556,-73.8929488,10.296853315693241,18,8.540156561507095
Multi-family home for sale,560000,5,2.0,2624.0,"Staten Island, NY 10301",United States,New York,Richmond County,Staten Island,40.6366099,-74.0778245,10.414574959037381,2,7.460311650285346
House for sale,628000,3,2.0,1824.0,"Staten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.5755968,-74.1636272,20.239180013249694,17,4.259209957140528
Condo for sale,1449000,4,2.0,1632.0,"Brooklyn, NY 11249",United States,New York,Kings County,Brooklyn,40.6990196,-73.9587153,4.270182867064327,8,4.266872060936979
